Transaction_ID,Date,Day_of_Week,Branch_ID,Branch_Location,Product_ID,Drug_Name,Category,Quantity,Unit_Price_KES,Total_Sale_KES,Payment_Method
1802,2025-10-12,Sunday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
1803,2025-10-12,Sunday,B02,Embakasi,P007,Metformin 500mg,Diabetes,2,40,80,
1804,2025-10-12,Sunday,B02,Embakasi,P007,Metformin 500mg,Diabetes,2,40,80,Cash
1805,2025-10-12,Sunday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20,Cash
1806,2025-10-12,Sunday,B02,Embakasi,P007,Metformin 500mg,Diabetes,2,40,80,M pesa
1807,2025-10-12,Sunday,B02,Embakasi,P008,Insulin,Diabetes,2,450,900,M-Pesa
1808,2025-10-12,Sunday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
1809,2025-10-12,Sunday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,2,35,70,Cash
1810,2025-10-12,Sunday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
1811,2025-10-12,Sunday,B02,Embakasi,P010,Antacid Tablets,Digestive,3,20,60,Insurance
1812,2025-10-12,Sunday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
1813,2025-10-12,Sunday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,Cash
1814,2025-10-12,Sunday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,Cash
1815,2025-10-12,Sunday,B02,Embakasi,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
1816,2025-10-12,Sunday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,2,120,240,M-Pesa
1817,2025-10-12,Sunday,B02,,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
1818,2025-10-12,Sunday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Cash
1819,2025-10-12,Sunday,B02,Embakasi,P008,Insulin,Diabetes,2,450,900,M-Pesa
1820,2025-10-12,Sunday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,Cash
1821,2025-10-12,Sunday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
1822,2025-10-12,Sunday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,3,10,30,M-Pesa
1823,2025-10-12,Sunday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,1,30,30,Cash
1824,2025-10-12,Sunday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
1825,2025-10-12,Sunday,B02,,P009,Amlodipine 5mg,Hypertension,1,30,30,Insurance
1826,2025-10-12,Sunday,B02,Embakasi,P007,Metformin 500mg,Diabetes,2,40,80,M-Pesa
1827,2025-10-12,Sunday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
1828,2025-10-12,Sunday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
1829,2025-10-12,Sunday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
1830,2025-10-12,Sunday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,Insurance
1831,2025-10-12,Sunday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,Cash
1832,2025-10-13,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,Card
1833,2025-10-13,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M-Pesa
1834,2025-10-13,Monday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120,M-Pesa
1835,2025-10-13,Monday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,2,40,80,M-Pesa
1836,2025-10-13,Monday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,3,15,45,Card
1837,2025-10-13,Monday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
1838,2025-10-13,Monday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,3,10,30,Card
1839,2025-10-13,Monday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,Cash
1840,2025-10-13,Monday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,Cash
1841,2025-10-13,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,Insurance
1842,2025-10-13,Monday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,3,15,45,M-Pesa
1843,2025-10-13,Monday,B01,Nairobi CBD,P008,Insulin,Diabetes,3,450,1361,M-Pesa
1844,2025-10-13,Monday,B01,,P006,,Cold & Flu,3,90,270,Cash
1845,2025-10-13,Monday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,3,90,270,Cash
1846,2025-10-13,Monday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,Card
1847,2025-10-13,Monday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,1,90,90,M-Pesa
1848,2025-10-13,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Card
1849,2025-10-13,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,3,30,90,Card
1850,2025-10-13,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,3,30,90,M-Pesa
1851,2025-10-13,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,M-Pesa
1852,2025-10-13,Monday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
1853,2025-10-13,Monday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,1,40,40,Insurance
1854,2025-10-13,Monday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,2,20,40,Cash
1855,2025-10-13,Monday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
1856,2025-10-13,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,3,30,90,Insurance
1857,2025-10-13,Monday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
1858,2025-10-13,Monday,B01,Nairobi CBD,P008,,Diabetes,1,450,450,M-Pesa
1859,2025-10-13,Monday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,Card
1860,2025-10-13,Monday,B01,,P004,Azithromycin 500mg,Antibiotic,2,120,240,M-Pesa
1861,2025-10-13,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
1862,2025-10-13,Monday,B01,,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
1863,2025-10-13,Monday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
1864,2025-10-13,Monday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,2,20,40,Cash
1865,2025-10-13,Monday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120,Card
1866,2025-10-13,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
1867,2025-10-13,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,M-Pesa
1868,2025-10-13,Monday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
1869,2025-10-13,Monday,B01,Nairobi CBD,P007,,Diabetes,2,40,80,M-Pesa
1870,2025-10-13,Monday,B01,,P007,Metformin 500mg,Diabetes,2,40,80,Cash
1871,2025-10-13,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,M pesa
1872,2025-10-13,Monday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
1873,2025-10-13,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
1874,2025-10-13,Monday,B02,Embakasi,P007,Metformin 500mg,Diabetes,3,40,120,M-Pesa
1875,2025-10-13,Monday,B02,Embakasi,P008,Insulin,Diabetes,1,450,450,Card
1876,2025-10-13,Monday,B02,Embakasi,P010,Antacid Tablets,Digestive,2,20,40,Cash
1877,2025-10-13,Monday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
1878,2025-10-13,Monday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,3,15,45,M-Pesa
1879,2025-10-13,Monday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,1,90,90,M-Pesa
1880,2025-10-13,Monday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
1881,2025-10-13,Monday,B02,embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,M-Pesa
1882,2025-10-13,Monday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
1883,2025-10-13,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,
1884,2025-10-13,Monday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
1885,2025-10-13,Monday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
1886,2025-10-13,Monday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,1,10,10,M-Pesa
1887,2025-10-13,Monday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,2,120,240,M-Pesa
1888,2025-10-13,Monday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,1,90,90,M pesa
1889,2025-10-13,Monday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
1890,2025-10-13,Monday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,3,90,270,M-Pesa
1891,2025-10-13,Monday,B02,,P009,Amlodipine 5mg,Hypertension,1,30,30,Card
1892,2025-10-13,Monday,B02,Embakasi,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
1893,2025-10-13,Monday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,Cash
1894,2025-10-13,Monday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
1895,2025-10-13,Monday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
1896,2025-10-13,Monday,B02,Embakasi,P008,Insulin,Diabetes,2,450,900,M-Pesa
1897,2025-10-13,Monday,B02,Embakasi,P005,,Supplement,2,25,50,Card
1898,2025-10-13,Monday,B02,embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Card
1899,2025-10-13,Monday,B02,embakasi,P007,Metformin 500mg,Diabetes,2,40,80,M-Pesa
1900,2025-10-13,Monday,B02,Embakasi,P010,Antacid Tablets,Digestive,2,20,40,Card
1901,2025-10-13,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,1,35,35,Cash
1902,2025-10-13,Monday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,2,120,251,M pesa
1903,2025-10-13,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,2,35,70,Card
1904,2025-10-13,Monday,B02,Embakasi,P007,Metformin 500mg,Diabetes,3,40,120,M-Pesa
1905,2025-10-13,Monday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,3,15,45,Cash
1906,2025-10-13,Monday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,3,90,270,M-Pesa
1907,2025-10-14,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
1908,2025-10-14,Tuesday,B01,Nairobi CBD,P008,Insulin,Diabetes,3,450,1350,Card
1909,2025-10-14,Tuesday,B01,Nairobi CBD,P001,Paracetmol,Pain Relief,2,10,20,M-Pesa
1910,2025-10-14,Tuesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
1911,2025-10-14,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,3,25,75,M pesa
1912,2025-10-14,Tuesday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,1,90,90,Insurance
1913,2025-10-14,Tuesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,2,30,60,Card
1914,2025-10-14,Tuesday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,900,Cash
1915,2025-10-14,Tuesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
1916,2025-10-14,Tuesday,B01,Nairobi CBD,P008,Insulin,Diabetes,3,450,1350,M-Pesa
1917,2025-10-14,Tuesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,3,15,45,M-Pesa
1918,2025-10-14,Tuesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,3,10,30,M-Pesa
1919,2025-10-14,Tuesday,B01,Nairobi CBD,P006,,Cold & Flu,1,90,90,
1920,2025-10-14,Tuesday,B01,Nairobi CBD,P008,Insulin,Diabetes,3,450,1350,Insurance
1921,2025-10-14,Tuesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,1,40,51,Card
1922,2025-10-14,Tuesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
1923,2025-10-14,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,Cash
1924,2025-10-14,Tuesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
1925,2025-10-14,Tuesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,Cash
1926,2025-10-14,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,Card
1927,2025-10-14,Tuesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,2,35,70,Cash
1928,2025-10-14,Tuesday,B01,Nairobi CBD,P005,,Supplement,2,25,61,M-Pesa
1929,2025-10-14,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,2,120,240,
1930,2025-10-14,Tuesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
1931,2025-10-14,Tuesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
1932,2025-10-14,Tuesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
1933,2025-10-14,Tuesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
1934,2025-10-14,Tuesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,2,35,70,Cash
1935,2025-10-14,Tuesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,3,10,30,Cash
1936,2025-10-14,Tuesday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,1,90,90,M-Pesa
1937,2025-10-14,Tuesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,1,40,51,Card
1938,2025-10-14,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,2,25,50,M-Pesa
1939,2025-10-14,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
1940,2025-10-14,Tuesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,M-Pesa
1941,2025-10-14,Tuesday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
1942,2025-10-14,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,2,120,240,Cash
1943,2025-10-14,Tuesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,3,10,30,Cash
1944,2025-10-14,Tuesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,3,90,270,M-Pesa
1945,2025-10-14,Tuesday,B02,Embakasi,P008,Insulin,Diabetes,2,450,900,M-Pesa
1946,2025-10-14,Tuesday,B02,Embakasi,P008,Insulin,Diabetes,1,450,450,M pesa
1947,2025-10-14,Tuesday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,1,10,10,Card
1948,2025-10-14,Tuesday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M-Pesa
1949,2025-10-14,Tuesday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
1950,2025-10-14,Tuesday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,2,35,70,Cash
1951,2025-10-14,Tuesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,3,90,270,M-Pesa
1952,2025-10-14,Tuesday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,Insurance
1953,2025-10-14,Tuesday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,1,35,46,M-Pesa
1954,2025-10-14,Tuesday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
1955,2025-10-14,Tuesday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,1,10,10,M-Pesa
1956,2025-10-14,Tuesday,B02,Embakasi,P008,Insulin,Diabetes,1,450,450,Insurance
1957,2025-10-14,Tuesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
1958,2025-10-14,Tuesday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,1,120,120,M pesa
1959,2025-10-14,Tuesday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,2,25,50,M-Pesa
1960,2025-10-14,Tuesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,1,90,90,Card
1961,2025-10-14,Tuesday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20,Cash
1962,2025-10-14,Tuesday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
1963,2025-10-14,Tuesday,B02,Embakasi,P008,Insulin,Diabetes,3,450,1350,Cash
1964,2025-10-14,Tuesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
1965,2025-10-14,Tuesday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,3,120,360,Cash
1966,2025-10-14,Tuesday,B02,,P004,Azithromycin 500mg,Antibiotic,2,120,240,M-Pesa
1967,2025-10-14,Tuesday,B02,,P005,Vitamin C Tablets,Supplement,2,25,50,Cash
1968,2025-10-14,Tuesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
1969,2025-10-14,Tuesday,B02,Embakasi,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
1970,2025-10-14,Tuesday,B02,Embakasi,P008,Insulin,Diabetes,3,450,1350,M pesa
1971,2025-10-14,Tuesday,B02,embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,
1972,2025-10-14,Tuesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,3,15,45,Card
1973,2025-10-14,Tuesday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,3,120,360,Card
1974,2025-10-15,Wednesday,B01,Nairobi CBD,P008,Insulin,Diabetes,3,450,1350,M-Pesa
1975,2025-10-15,Wednesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
1976,2025-10-15,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,Cash
1977,2025-10-15,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,2,40,80,M-Pesa
1978,2025-10-15,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,2,40,80,M-Pesa
1979,2025-10-15,Wednesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,3,30,90,M-Pesa
1980,2025-10-15,Wednesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,3,30,90,M-Pesa
1981,2025-10-15,Wednesday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,2,90,180,Cash
1982,2025-10-15,Wednesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
1983,2025-10-15,Wednesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,M-Pesa
1984,2025-10-15,Wednesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
1985,2025-10-15,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,2,40,80,M-Pesa
1986,2025-10-15,Wednesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Cash
1987,2025-10-15,Wednesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,2,20,40,Cash
1988,2025-10-15,Wednesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,Cash
1989,2025-10-15,Wednesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
1990,2025-10-15,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,Card
1991,2025-10-15,Wednesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
1992,2025-10-15,Wednesday,B01,,P010,Antacid Tablets,Digestive,2,20,40,Cash
1993,2025-10-15,Wednesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,3,15,45,Cash
1994,2025-10-15,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
1995,2025-10-15,Wednesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,1,25,25,Card
1996,2025-10-15,Wednesday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,900,Card
1997,2025-10-15,Wednesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,
1998,2025-10-15,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,2,40,80,M-Pesa
1999,2025-10-15,Wednesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
2000,2025-10-15,Wednesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
2001,2025-10-15,Wednesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M pesa
2002,2025-10-15,Wednesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Cash
2003,2025-10-15,Wednesday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,1,90,101,M-Pesa
2004,2025-10-15,Wednesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,2,20,40,M-Pesa
2005,2025-10-15,Wednesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,2,120,240,M-Pesa
2006,2025-10-15,Wednesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
2007,2025-10-15,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
2008,2025-10-15,Wednesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,2,30,60,Cash
2009,2025-10-15,Wednesday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,3,90,270,Cash
2010,2025-10-15,Wednesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,
2011,2025-10-15,Wednesday,B02,,P008,Insulin,Diabetes,1,450,450,Card
2012,2025-10-15,Wednesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,3,15,45,M-Pesa
2013,2025-10-15,Wednesday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,3,30,101,M-Pesa
2014,2025-10-15,Wednesday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,Card
2015,2025-10-15,Wednesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,
2016,2025-10-15,Wednesday,B02,embakasi,P010,Antacid Tablets,Digestive,2,20,40,M-Pesa
2017,2025-10-15,Wednesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,Cash
2018,2025-10-15,Wednesday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
2019,2025-10-15,Wednesday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,3,10,30,M-Pesa
2020,2025-10-15,Wednesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
2021,2025-10-15,Wednesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,2,90,180,Cash
2022,2025-10-15,Wednesday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,Cash
2023,2025-10-15,Wednesday,B02,Embakasi,P008,Insulin,Diabetes,2,450,900,M-Pesa
2024,2025-10-15,Wednesday,B02,Embakasi,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
2025,2025-10-15,Wednesday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
2026,2025-10-15,Wednesday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,1,30,30,Cash
2027,2025-10-15,Wednesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,1,90,90,M-Pesa
2028,2025-10-15,Wednesday,B02,Embakasi,P008,Insulin,Diabetes,1,450,450,
2029,2025-10-15,Wednesday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,1,35,35,Insurance
2030,2025-10-15,Wednesday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Cash
2031,2025-10-15,Wednesday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,3,120,360,
2032,2025-10-15,Wednesday,B02,,P005,Vitamin C Tablets,Supplement,2,25,50,Cash
2033,2025-10-15,Wednesday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
2034,2025-10-15,Wednesday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
2035,2025-10-15,Wednesday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20,Card
2036,2025-10-15,Wednesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,3,15,45,M-Pesa
2037,2025-10-15,Wednesday,B02,Embakasi,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
2038,2025-10-15,Wednesday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,1,10,10,M-Pesa
2039,2025-10-15,Wednesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
2040,2025-10-15,Wednesday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M-Pesa
2041,2025-10-15,Wednesday,B02,Embakasi,P007,Metformin 500mg,Diabetes,2,40,80,M-Pesa
2042,2025-10-15,Wednesday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
2043,2025-10-15,Wednesday,B02,Embakasi,P008,Insulin,Diabetes,3,450,1350,Cash
2044,2025-10-16,Thursday,B01,Nairobi CBD,P003,,Antibiotic,2,35,70,Insurance
2045,2025-10-16,Thursday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,Card
2046,2025-10-16,Thursday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,3,25,75,Cash
2047,2025-10-16,Thursday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,1,10,10,M-Pesa
2048,2025-10-16,Thursday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,900,Cash
2049,2025-10-16,Thursday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
